X,Y,TX1_1,TX1_2,TX1_3,TX1_4,TX1_5,TX1_6,TX1_7,TX1_8,TX1_9,TX2_1,TX2_2,TX2_3,TX2_4,TX2_5,TX2_6,TX2_7,TX2_8,TX2_9
12,6,0.0193857691613,0.0169752168748,0.00218192945194,0.00218192945194,0.00110707814845,-0.0139282195,-0.0169752168748,0.00545754966126,-0.00110707814845,-0.00259626175682,0.00791838058619,-0.00469886871168,0.00941302499532,0.00991482909728,-0.00198170664416,0.000251649752314,-0.00671237157775,-0.00604014511991
5,5,0.0388567094284,0.0673518505837,0.00909045947123,0.00909045947123,0.00717391462148,-0.0455202419544,-0.0673518505837,-0.00666353252597,-0.00717391462148,0.000675109098656,0.00536216405061,-0.00242353927069,0.00600052875313,0.00315089349871,-0.000516724044765,-0.000855541595466,-0.00356995949491,-0.00343269566516
4,2,0.117246314751,0.115080716914,0.0263510959945,0.0263510959945,0.0144967897377,-0.0886186733403,-0.115080716914,0.0286276414103,-0.0144967897377,9.18186337929e-05,0.0045943064633,-0.00204898383051,0.00510798076439,0.00337656144941,-0.000404484430734,-0.000384499937974,-0.0030066486047,-0.00305091222142
9,14,0.00192914199052,0.0137208543917,0.00104490563841,0.00104490563841,0.00127055512319,-0.00925814202804,-0.0137208543917,-0.00732900003752,-0.00127055512319,0.00658767413361,0.0191742535557,-0.0109013713447,0.0224421200508,0.00544626256648,-0.00344743285255,-0.00793379581784,-0.0148579391618,-0.0112584611924
4,11,-0.00250052362374,0.0295667264296,0.00195891804166,0.00195891804166,0.00302273773803,-0.0214612931216,-0.0295667264296,-0.0239618167454,-0.00302273773803,0.00465964918369,0.00923424621314,-0.00461390870275,0.0103794634336,0.0012547727332,-0.000939329091089,-0.00390699172211,-0.00625702268662,-0.00574455588858
10,3,0.0391915831168,0.0248472359882,0.00420941955052,0.00420941955052,0.00164022220748,-0.0242977822357,-0.0248472359882,0.0148938008812,-0.00164022220748,-0.00146553988039,0.00494083971016,-0.00267181408181,0.00566799034896,0.00600181022666,-0.000860706355928,0.000294363221941,-0.00373568298492,-0.00377922879564
2,10,-0.00976221289284,0.0391946111102,0.00352618126008,0.00352618126008,0.00644258346384,-0.030634755254,-0.0391946111102,-0.0403969681468,-0.00644258346384,0.00394595472513,0.00710582839362,-0.00339798737987,0.00789290930126,0.00065273708387,-0.000569164414542,-0.00301820709854,-0.0046202883845,-0.004514095342
13,0,0.0304706670871,0.00790819493631,0.00265250990826,0.00265250990826,0.000451547373273,-0.015832727987,-0.00790819493631,0.0146379391002,-0.000451547373273,-0.00283313468233,0.00439392762019,-0.00282812353252,0.00505576644815,0.00808835856211,-0.000977225145156,0.00114938767876,-0.00355951612723,-0.00423947483796
14,10,0.00776553285046,0.0108489590628,0.000797238223691,0.000797238223691,0.000559009108941,-0.00766577449043,-0.0108489590628,9.97583600284e-05,-0.000559009108941,-0.00621006317379,0.0125095132892,-0.00842326889878,0.0154138989143,0.0191694352012,-0.00432157736905,0.00118775147625,-0.0120043345337,-0.0104581035208
2,8,-0.00647024733333,0.058610633013,0.00524655334406,0.00524655334406,0.00830215876734,-0.0427660949551,-0.058610633013,-0.0492363422885,-0.00830215876734,0.00264118230652,0.00627093959254,-0.00333763271829,0.00718584316059,0.00132919835807,-0.000866009594842,-0.00260783392875,-0.00453448211523,-0.00378512391194
13,6,0.0178280893372,0.0146843819231,0.00192560742801,0.00192560742801,0.00093152127424,-0.0124047860446,-0.0146843819231,0.00542330329268,-0.00093152127424,-0.0038052075592,0.00762524696554,-0.004661661039,0.00889320980219,0.0119286520425,-0.00175958544849,0.00123468919501,-0.00626548847827,-0.00661198334406
4,13,-0.00461002824108,0.0215989875187,0.00157042108495,0.00157042108495,0.00277095969648,-0.0166496248226,-0.0215989875187,-0.0212596530637,-0.00277095969648,0.00672850434557,0.00995288354878,-0.0056783123106,0.0112833080339,-0.000484920926805,-0.00120696430088,-0.00577668324188,-0.00703031053122,-0.006276534166
14,2,0.0246893984718,0.00998721932756,0.00235410432636,0.00235410432636,0.000612187307897,-0.0135711428332,-0.00998721932756,0.0111182556386,-0.000612187307897,-0.00330974640343,0.00381927811916,-0.00299308397062,0.00469716367752,0.00858684329414,-0.00150856691941,0.00127078961723,-0.00386802810129,-0.00417456891943
7,2,0.0708587427097,0.0498803801908,0.00871593641196,0.00871593641196,0.00370873232491,-0.045717686389,-0.0498803801908,0.0251410563207,-0.00370873232491,-0.000407096726177,0.00417303515742,-0.00206312371626,0.00474429206737,0.00375060072404,-0.000580854423769,-0.000203793063101,-0.00298770456722,-0.0028709063847
1,7,-0.013076422239,0.0821832805306,0.00745894123065,0.00745894123065,0.0124183816257,-0.0613116625578,-0.0821832805306,-0.0743880847968,-0.0124183816257,0.00220557312581,0.00503279251274,-0.00220216626372,0.00554684624457,0.00111136335859,-0.000319978704828,-0.001630314633,-0.00315855439301,-0.00318146526244
10,2,0.0420138555046,0.022691223924,0.00650069731709,0.00650069731709,0.0021961099554,-0.0245252034763,-0.022691223924,0.0174886520284,-0.0021961099554,-0.0013219617082,0.00494574417745,-0.00271988238647,0.00573865277872,0.00574212240067,-0.000961669815796,0.000130879699995,-0.00386252030342,-0.00368962945396
9,5,0.0307377601421,0.0313484983314,0.00481661592453,0.00481661592453,0.00273461417021,-0.0240577883023,-0.0313484983314,0.00667997183983,-0.00273461417021,-0.000836520613858,0.0065903832376,-0.00388340595355,0.00794494367562,0.00601074431884,-0.00171695815582,-0.000831874516296,-0.00569594753592,-0.00437809780218
7,7,0.0199241669069,0.0383059984684,0.00396096409579,0.00396096409579,0.00329811852607,-0.025739415482,-0.0383059984684,-0.00581524857503,-0.00329811852607,0.0014029543141,0.00785175277494,-0.00372936764697,0.00888873594127,0.00402724806136,-0.00092193603588,-0.00169919805128,-0.00543883551363,-0.00491763835534
11,9,0.0109504867627,0.0187408351393,0.00106487073963,0.00106487073963,0.000837756569655,-0.0128233501185,-0.0187408351393,-0.00187286335582,-0.000837756569655,-0.00141497335369,0.0126445352993,-0.00630485422717,0.0143984039424,0.0116335350953,-0.00181315546109,-0.000537088093494,-0.00911564197842,-0.00875135199025
11,14,0.00363328604003,0.0117128975053,0.000507403011903,0.000507403011903,0.000518991151761,-0.00779560080095,-0.0117128975053,-0.00416231476091,-0.000518991151761,0.00465154088786,0.023744201928,-0.012089594202,0.0273217506059,0.0114178444065,-0.00353849868153,-0.00624517520483,-0.0173955015439,-0.0145750947338
7,8,0.0149259539609,0.0348855003622,0.00403076903144,0.00403076903144,0.00365871343155,-0.0230843247025,-0.0348855003622,-0.0081583707416,-0.00365871343155,0.000990173249535,0.00899428690936,-0.00428804907928,0.010197676426,0.00541859601562,-0.00110304427143,-0.00157217339453,-0.00628029349095,-0.00572122625804
11,8,0.0139334173492,0.0194186893444,0.00184144820282,0.00184144820282,0.00128838807273,-0.0136988629447,-0.0194186893444,0.000234554404468,-0.00128838807273,-0.00224763034686,0.0108325968844,-0.00592693081909,0.012634322497,0.0114857492579,-0.00216027616004,-0.000201493071549,-0.00853527210205,-0.00776747128769
5,3,0.0717180178253,0.0819969621713,0.0144211529498,0.0144211529498,0.00885552065218,-0.0602559990688,-0.0819969621713,0.0114620187565,-0.00885552065218,-5.26354192807e-05,0.00431991562342,-0.00193851096985,0.00480174241294,0.00337313305809,-0.000385485670686,-0.000277887160435,-0.00283221154993,-0.00290362297091
6,3,0.0654823654593,0.0629157605017,0.00995002298129,0.0099500229813,0.00540831801959,-0.0494124016277,-0.0629157605017,0.0160699638316,-0.00540831801959,-1.6074762591e-05,0.00484132049603,-0.00226193591186,0.00544443624604,0.0036978379621,-0.000540874113533,-0.000430410598958,-0.00330830892883,-0.0032192786439
10,7,0.0181462552504,0.0233013004161,0.00236831195685,0.00236831195685,0.00157465001558,-0.0167394225738,-0.0233013004161,0.00140683267657,-0.00157465001558,-0.00156378028191,0.00864153213891,-0.0048211961751,0.010178149082,0.00874904594108,-0.00187638420127,-0.000438200317643,-0.00699943659518,-0.00605466920129
7,14,-0.000113468316748,0.015614203598,0.000782598815228,0.000782598815228,0.00111391640517,-0.011027632619,-0.015614203598,-0.0111411009357,-0.00111391640517,0.00703728469477,0.0144227299334,-0.00800964777585,0.0165751022634,0.00194592436295,-0.0020768969984,-0.00685474582764,-0.0105597007712,-0.0086889968986
2,5,0.0241478490754,0.120467290209,0.0142977129034,0.0142977129034,0.0162824520794,-0.0797026672193,-0.120467290209,-0.0555548181439,-0.0162824520794,0.00135501197794,0.00493789007465,-0.00234890868162,0.00557578725722,0.00194827592875,-0.000545475198357,-0.00135533047675,-0.00338398240634,-0.0030539339982
8,4,0.0409497793111,0.0388882185459,0.00530173902952,0.00530173902952,0.00285932847955,-0.0307665567099,-0.0388882185459,0.0101832226012,-0.00285932847955,-0.000125841774163,0.00657396877284,-0.0031127900294,0.0074148621585,0.00516353511595,-0.000778730972531,-0.000553482211816,-0.0045456213128,-0.00439024739289
0,2,0.126725471331,0.400748004961,0.07887669238,0.07887669238,0.079204473321,-0.256774757294,-0.400748004961,-0.130049285963,-0.079204473321,0.00107318300777,0.00353799268032,-0.00161072425545,0.00395364037696,0.00129474153744,-0.000318233207152,-0.000954064115749,-0.00233416096978,-0.00220521097555
7,1,0.0811612080197,0.0424364190524,0.0123967123291,0.0123967123291,0.00406861845099,-0.0469501789608,-0.0424364190524,0.0342110290589,-0.00406861845099,-0.000670553656957,0.00395554622929,-0.00190191915581,0.0044231183337,0.00401897998169,-0.000441449011828,7.30604200684e-05,-0.00269590350559,-0.00284953998535
3,5,0.0326079859621,0.101308970078,0.0129768507195,0.0129768507195,0.0130545620001,-0.0664257287748,-0.101308970078,-0.0338177428127,-0.0130545620001,0.00129985112496,0.00542587227132,-0.0022871635678,0.00597811222017,0.00244055783329,-0.000343959223649,-0.00107553654486,-0.00339473963529,-0.00344237685301
8,8,0.0151940009932,0.0291763900683,0.00272470338817,0.00272470338817,0.00226856138061,-0.0196370615651,-0.0291763900683,-0.0044430605719,-0.00226856138061,0.000593210244166,0.00818976932514,-0.00428343224242,0.00951960138231,0.00524030838033,-0.00142249752419,-0.00162506730887,-0.00623369212197,-0.00514965576939
0,0,0.545205339862,0.626030984095,0.209598935309,0.209598935309,0.127456852367,-0.441610342038,-0.626030984095,0.103594997824,-0.127456852367,0.000605867649163,0.0028759571475,-0.000994309861108,0.00305062272209,0.00143003758109,2.50640980899e-05,-0.000305941833245,-0.0015399258643,-0.00187139249593
10,0,0.0512996467444,0.0160414467647,0.00515119627525,0.00515119627525,0.00104928026928,-0.0271151446995,-0.0160414467647,0.024184502045,-0.00104928026928,-0.00187880346192,0.00380078051202,-0.00235899574076,0.00447539734938,0.00589857026745,-0.000949752267847,0.000563924397476,-0.00321044845929,-0.00326855038444
4,12,-0.00382327230982,0.025581395981,0.00177639510665,0.00177639510665,0.00293363705491,-0.0191097722128,-0.025581395981,-0.0229330445226,-0.00293363705491,0.00523679978693,0.00912790094232,-0.00532641981302,0.0105052921059,0.00037388084507,-0.00134842187773,-0.00500242384852,-0.00674569971184,-0.00552798891806
0,3,0.045009792185,0.298109374464,0.049107112749,0.049107112749,0.0585468613224,-0.195389858193,-0.298109374464,-0.150380066008,-0.0585468613224,0.000796875254768,0.00345690156897,-0.00156443931747,0.00386669229757,0.00156859898746,-0.000320676856484,-0.00077650206102,-0.00228998884694,-0.00216893756955
8,2,0.0581180222335,0.0371316468287,0.00748084053074,0.00748084053074,0.00293172574625,-0.0360395939171,-0.0371316468287,0.0220784283165,-0.00293172574625,-0.000781644024571,0.00467972865194,-0.00242450342647,0.00537155169542,0.00469217087079,-0.000765785070729,-9.57524493111e-05,-0.00348598775079,-0.00331603714948
6,0,0.115462025504,0.0507611290403,0.0156086456293,0.0156086456293,0.00437778839558,-0.0641764833443,-0.0507611290403,0.0512855421595,-0.00437778839558,-3.60213877606e-05,0.00432031773453,-0.00194972475103,0.00481082895559,0.00334692037841,-0.000399870260933,-0.000300351683831,-0.00285024798043,-0.00289650918738
12,12,0.005207769304,0.0120612688547,0.0006669631827,0.0006669631827,0.000604929677097,-0.00805689078346,-0.0120612688547,-0.00284912147946,-0.000604929677097,-0.00150338895902,0.0176033913926,-0.0107059228237,0.021480323243,0.014751635357,-0.00497150583738,-0.00314456318108,-0.0157081348618,-0.0112606959249
13,3,0.0254966863551,0.0130078354406,0.00251793859319,0.00251793859319,0.000810381058084,-0.0147631508483,-0.0130078354406,0.0107335355069,-0.000810381058084,-0.00256600005294,0.0051584763415,-0.00299484133268,0.00585104844263,0.00810176583582,-0.00089703193825,0.000982904670088,-0.00388741406109,-0.00452363332838
8,13,0.00156669484372,0.0164310373066,0.00126316915796,0.00126316915796,0.00161056493068,-0.0111963837372,-0.0164310373066,-0.00962968889343,-0.00161056493068,0.00560969956068,0.0156451436407,-0.0087383632177,0.0182131215925,0.00423932888231,-0.00264511490475,-0.00643052128619,-0.011913926135,-0.00924966816178
2,3,0.0883856062073,0.185019489111,0.0303999859951,0.0303999859951,0.0262193885218,-0.12182662002,-0.185019489111,-0.0334410138124,-0.0262193885218,0.000834234785696,0.00420811604197,-0.00212345482264,0.00483110603975,0.00201715708051,-0.000607878380789,-0.00109251229299,-0.00305894573662,-0.00258829265223
5,6,0.0259571479457,0.0589434804092,0.00668845094208,0.00668845094208,0.00599951011647,-0.0390742020402,-0.0589434804092,-0.0131170540945,-0.00599951011647,0.00115862661901,0.00635619109218,-0.00345221467705,0.00743881919257,0.00309299510553,-0.0011634362233,-0.00185017608809,-0.00492691682171,-0.00383646635269
2,4,0.0479239606284,0.146187310688,0.0218505897882,0.0218505897882,0.02180857819,-0.0952852382261,-0.146187310688,-0.0473612775977,-0.02180857819,0.00124125975566,0.00509153024756,-0.00218921161297,0.00563229050792,0.00225472685288,-0.00036183553641,-0.001065599879,-0.0032347745623,-0.00321873054746
0,9,-0.0254330104992,0.0488888875147,0.00442804209428,0.00442804209428,0.0105435343812,-0.0450102537628,-0.0488888875147,-0.0704432642619,-0.0105435343812,0.00305803706986,0.00536244893695,-0.00294508868399,0.00610079413091,0.000300371498401,-0.000674045274783,-0.00272731524149,-0.00380746996884,-0.00330589192891
14,11,0.00716808268851,0.010909746403,0.000644563327945,0.000644563327945,0.000475459907241,-0.00759376425177,-0.010909746403,-0.000425681563266,-0.000475459907241,-0.00533284934102,0.0173492989827,-0.0105201156277,0.0208817605241,0.0209940579969,-0.00475199830399,1.38610807729e-05,-0.0152109452347,-0.0129283141616
14,3,0.0224625072742,0.0116019571567,0.0017755276428,0.0017755276428,0.000578200314605,-0.0130760984603,-0.0116019571567,0.00938640881395,-0.000578200314605,-0.00409933930411,0.00567983746429,-0.00365920911342,0.00634222273032,0.0113361569643,-0.000981360482253,0.00187989386774,-0.00426285720561,-0.00583123570434
1,3,0.0776854017084,0.235256547684,0.0395461458652,0.0395461458652,0.0393002937452,-0.152436548751,-0.235256547684,-0.0747511470424,-0.0393002937452,0.00128894941793,0.00404754916525,-0.00161102535105,0.00440570660023,0.00146200057812,-0.000159558394886,-0.000888077279502,-0.00241236854472,-0.00257721407239
12,9,0.0105117488213,0.0152496593463,0.00128281004187,0.00128281004187,0.000919616452584,-0.0106832567627,-0.0152496593463,-0.000171507941448,-0.000919616452584,-0.00280397031184,0.0121278197319,-0.00709732861106,0.0144919696457,0.0131727071083,-0.00304800265811,-0.000479497521413,-0.0103178816702,-0.00865351365835
14,1,0.0258110455412,0.00859098649098,0.00174130351283,0.00174130351283,0.000376959587524,-0.0137972136912,-0.00859098649098,0.01201383185,-0.000376959587524,-0.0030154619038,0.00376526786244,-0.00267641202177,0.0043814285254,0.0080573075997,-0.00101010941402,0.00128833569821,-0.00324978991478,-0.00402726373217
8,0,0.0775133264121,0.0280682313504,0.0092152333382,0.0092152333382,0.00215709329739,-0.0416876525217,-0.0280682313504,0.0358256738904,-0.00215709329739,-0.000868917537127,0.00346851758695,-0.00211025456248,0.00420488843454,0.00384772298942,-0.00098215868663,-0.00016896646164,-0.00308422412534,-0.00247312362193
14,7,0.0142381537566,0.0131474703126,0.00147024204323,0.00147024204323,0.000777079254619,-0.0105500985746,-0.0131474703126,0.00368805518195,-0.000777079254619,-0.00485614836596,0.00897298892039,-0.0054637408534,0.0103195227295,0.0147757481267,-0.00186172045029,0.0018105352709,-0.00711855780035,-0.00806195979968
8,5,0.0311052447791,0.0362412269595,0.0041012397918,0.0041012397918,0.00255803140205,-0.0267100986062,-0.0362412269595,0.00439514617295,-0.00255803140205,-8.82634637178e-05,0.00627137876905,-0.00285859530942,0.00700012184308,0.0049048631059,-0.000611899134009,-0.000439187856355,-0.00417572980778,-0.0042078936695
2,13,-0.0101219953711,0.0206722923118,0.000829557147298,0.000829557147298,0.00192895811967,-0.0189348009594,-0.0206722923118,-0.0290567963305,-0.00192895811967,0.00567274564832,0.00730794343151,-0.00478605044112,0.00840612480728,-0.00120538944085,-0.0011044524192,-0.00524327124831,-0.00547232466088,-0.00458496053653
3,12,-0.00658654564676,0.0250548016123,0.00190786126847,0.00190786126847,0.00354036636241,-0.0198186896884,-0.0250548016123,-0.0264052353352,-0.00354036636241,0.00509430165999,0.00819680461562,-0.00463315532531,0.00932888404044,2.07640707216e-05,-0.0010439821725,-0.00450858858675,-0.00584665244456,-0.00508797473259
6,5,0.0375527475434,0.0569000651657,0.00729562649421,0.00729562649421,0.0053531343791,-0.0393082773564,-0.0569000651657,-0.00175552981294,-0.0053531343791,0.000399146946087,0.00660639435588,-0.00335728606787,0.00761795747083,0.00436956559968,-0.00104556907403,-0.00115402781423,-0.00490040184497,-0.00420476407779
3,9,-0.00329792242277,0.0437165853764,0.00388954221843,0.00388954221843,0.00593305058772,-0.0314294204755,-0.0437165853764,-0.0347273428983,-0.00593305058772,0.00307739973224,0.00668435336461,-0.00306852477945,0.00742080292161,0.00128537152357,-0.0005187760198,-0.00239150396317,-0.00431705809125,-0.00420157974929
11,11,0.00754796912106,0.0160551739046,0.00062625568312,0.00062625568312,0.000547800858657,-0.0107852234161,-0.0160551739046,-0.00323725429506,-0.000547800858657,0.000320455286845,0.0148998246085,-0.00775904470504,0.017298031647,0.0106173009504,-0.0025893909902,-0.00240321468028,-0.0113287819042,-0.00956184764866
